# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 15 15:49:49 2019
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%CONFIRMED%')
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [AU]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_tce_plnt_num,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,ra,dec,koi_kepmag
1966,11656246,K01532.01,Kepler-885 b,CONFIRMED,18.114729490,147.4922300,0.8751,5.22690,2.4870e+02,2.41,0.1441,86.52,864.0,131.80,1,6453.00,4.276,-0.0200,1.3280,1.2150,,288.661560,49.737209,12.841
1967,7808587,K01533.01,Kepler-886 b,CONFIRMED,6.241463670,134.8870400,0.1450,3.07710,1.6980e+02,1.36,0.0671,89.38,1098.0,344.06,1,6334.00,4.420,-0.3200,1.0370,1.0260,,286.271760,43.595230,13.939
1968,4741126,K01534.01,Kepler-887 b,CONFIRMED,20.422287980,146.9832800,0.0521,6.19200,1.8810e+02,1.62,0.1543,89.95,781.0,87.97,1,6422.00,4.369,-0.0600,1.1730,1.1750,,290.090820,39.816990,13.470
1969,4741126,K01534.02,Kepler-887 c,CONFIRMED,7.638460230,138.2446700,0.1973,3.97100,7.8600e+01,1.05,0.0801,89.38,1084.0,326.45,2,6422.00,4.369,-0.0600,1.1730,1.1750,,290.090820,39.816990,13.470
1970,11669125,K01535.01,Kepler-888 b,CONFIRMED,70.697906100,188.5702900,0.1724,6.62400,3.8310e+02,2.26,0.3341,89.95,505.0,15.33,1,6174.00,4.316,-0.2600,1.1470,0.9910,,295.521210,49.738628,13.046
1971,12159249,K01536.01,Kepler-889 b,CONFIRMED,3.744439000,133.5606300,0.2732,2.94920,7.4700e+01,1.06,0.0486,88.24,1295.0,665.48,1,5849.00,4.300,0.2200,1.2250,1.0940,,291.467320,50.759480,12.710
1988,7951018,K01553.01,Kepler-890 b,CONFIRMED,52.758755770,156.3067500,0.0728,6.60680,6.1303e+03,9.04,0.2948,89.95,545.0,20.85,1,6244.00,4.402,0.2100,1.1540,1.2250,,288.435760,43.763489,15.182
1991,5371776,K01557.01,Kepler-304 b,CONFIRMED,3.295703644,133.9659540,0.4010,1.82040,1.8579e+03,3.80,0.0407,88.24,1014.0,249.85,1,4910.00,4.455,0.5600,0.8920,0.8280,,294.441770,40.557590,14.840
1992,5371776,K01557.02,Kepler-304 d,CONFIRMED,9.653476400,134.8566980,0.1717,2.89720,1.4322e+03,3.25,0.0833,89.38,709.0,59.64,2,4910.00,4.455,0.5600,0.8920,0.8280,,294.441770,40.557590,14.840
1993,5371776,K01557.03,Kepler-304 c,CONFIRMED,5.315953474,132.4296900,0.0982,1.09510,1.0497e+03,2.80,0.0560,89.95,864.0,131.97,3,4910.00,4.455,0.5600,0.8920,0.8280,,294.441770,40.557590,14.840
1994,5371776,K01557.04,Kepler-304 e,CONFIRMED,1.499146953,133.0685700,0.0624,1.44210,2.7600e+02,1.43,0.0241,89.38,1318.0,712.57,4,4910.00,4.455,0.5600,0.8920,0.8280,,294.441770,40.557590,14.840
2001,5219234,K01563.01,Kepler-305 b,CONFIRMED,5.487110790,356.0772900,0.7611,2.90310,1.5843e+03,3.50,0.0557,85.94,855.0,126.43,1,5106.00,4.511,-0.0800,0.8030,0.7630,,299.224330,40.343182,15.812
2002,5219234,K01563.02,Kepler-305 c,CONFIRMED,8.290874180,359.6331200,0.8981,3.41400,1.1765e+03,3.34,0.0733,84.80,745.0,73.01,2,5106.00,4.511,-0.0800,0.8030,0.7630,,299.224330,40.343182,15.812
2004,5219234,K01563.04,Kepler-305 d,CONFIRMED,16.738659560,359.4179200,0.0376,2.41700,1.1768e+03,2.68,0.1171,89.95,590.0,28.61,4,5106.00,4.511,-0.0800,0.8030,0.7630,,299.224330,40.343182,15.812
2005,5184584,K01564.01,Kepler-891 b,CONFIRMED,53.449455930,149.2018150,0.0533,5.32280,3.7203e+03,6.04,0.2881,89.95,486.0,13.23,1,5919.00,4.485,0.2100,1.0000,1.1140,,291.083800,40.355251,15.287
2008,5438099,K01567.01,Kepler-306 c,CONFIRMED,7.240228500,355.0125600,0.1135,2.88650,9.6680e+02,2.58,0.0700,89.95,803.0,98.13,1,5219.00,4.519,0.1600,0.8510,0.8710,,288.538670,40.616150,15.565
2009,5438099,K01567.02,Kepler-306 b,CONFIRMED,4.646210760,354.5892900,0.1602,2.35260,4.7590e+02,1.82,0.0521,89.38,930.0,177.15,3,5219.00,4.519,0.1600,0.8510,0.8710,,288.538670,40.616150,15.565
2010,5438099,K01567.03,Kepler-306 d,CONFIRMED,17.326685990,360.5091000,0.4769,4.20730,8.9480e+02,2.57,0.1253,88.81,600.0,30.63,2,5219.00,4.519,0.1600,0.8510,0.8710,,288.538670,40.616150,15.565
2011,5438099,K01567.04,Kepler-306 e,CONFIRMED,44.841221400,359.8716800,0.0492,5.51300,1.0921e+03,2.74,0.2362,89.95,437.0,8.62,4,5219.00,4.519,0.1600,0.8510,0.8710,,288.538670,40.616150,15.565
2013,8009350,K01569.01,Kepler-892 b,CONFIRMED,13.752107200,143.0312400,0.6809,2.70240,1.3561e+03,2.74,0.1014,88.81,556.0,22.65,1,4797.00,4.612,-0.1000,0.7010,0.7330,,283.129640,43.888241,15.587
2014,8082001,K01570.01,Kepler-893 b,CONFIRMED,6.338557610,354.8511000,0.8194,3.28330,7.6940e+02,3.19,0.0699,84.80,1034.0,270.47,1,6108.00,4.466,0.0700,1.0300,1.1320,,284.963040,43.913010,15.182
2016,10004519,K01572.01,Kepler-894 b,CONFIRMED,9.803224000,363.9859000,0.7431,4.49340,9.0560e+02,3.23,0.0916,86.52,896.0,152.12,1,6170.00,4.472,-0.1600,0.9920,1.0630,,288.734070,46.939388,15.439
2019,10028792,K01574.01,Kepler-87 b,CONFIRMED,114.736351900,165.1523960,0.5560,11.87800,5.0528e+03,9.51,0.4589,89.38,444.0,9.15,1,5991.00,4.205,-0.2000,1.2930,0.9770,,297.916870,46.965130,14.600
2020,10028792,K01574.02,Kepler-87 c,CONFIRMED,573.950230000,286.0909600,0.8252,16.61400,1.1710e+03,4.96,1.3423,89.95,259.0,1.07,2,5991.00,4.205,-0.2000,1.2930,0.9770,,297.916870,46.965130,14.600
2024,5299459,K01576.01,Kepler-307 b,CONFIRMED,10.415729240,143.0471120,0.7038,2.77910,8.7760e+02,3.43,0.0928,88.24,855.0,126.30,1,5671.00,4.360,0.1600,1.0840,0.9830,,297.795140,40.417709,14.072
2025,5299459,K01576.02,Kepler-307 c,CONFIRMED,13.084240960,132.6304400,0.8052,3.13740,7.0550e+02,3.21,0.1081,87.66,792.0,93.08,2,5671.00,4.360,0.1600,1.0840,0.9830,,297.795140,40.417709,14.072
2026,12506770,K01577.01,Kepler-895 b,CONFIRMED,2.806242328,133.7312500,0.0196,1.71700,6.5560e+02,1.34,0.0319,89.95,708.0,59.53,1,3940.00,4.730,-0.1800,0.5300,0.5500,,289.290650,51.408890,15.988
2030,7939330,K01581.02,Kepler-896 b,CONFIRMED,144.547396000,265.9528100,0.1816,14.96200,1.0588e+03,2.60,0.5162,89.95,304.0,2.03,2,5514.00,4.566,-0.1600,0.8080,0.8750,,282.439180,43.734482,15.481
2032,12602568,K01583.01,Kepler-897 b,CONFIRMED,8.047264200,137.2086000,0.1325,4.50000,5.3440e+02,1.95,0.0770,89.38,854.0,125.53,1,5835.00,4.554,-0.2400,0.8470,0.9350,,290.586850,51.695820,15.068
2033,9941066,K01584.01,Kepler-898 b,CONFIRMED,5.870619100,137.2495300,0.6075,2.49830,5.4070e+02,1.38,0.0534,87.66,603.0,31.34,1,4187.00,4.697,-0.3200,0.5700,0.5900,,286.585390,46.870930,15.961
2034,5470739,K01585.01,Kepler-899 b,CONFIRMED,19.178912930,139.7466100,0.2563,5.20000,8.5150e+02,2.57,0.1392,89.38,640.0,39.65,1,5767.00,4.538,-0.0600,0.8810,0.9790,,297.482570,40.680779,15.401
2035,10022908,K01586.01,Kepler-900 b,CONFIRMED,6.991308600,135.4626300,0.8508,2.21240,5.9390e+02,2.19,0.0679,86.52,720.0,63.41,1,4848.00,4.598,0.3400,0.7690,0.8540,,296.177280,46.999020,14.940
2037,5617854,K01588.01,Kepler-901 b,CONFIRMED,3.517494394,135.5465700,0.0270,1.48470,5.6100e+02,1.21,0.0366,89.95,645.0,40.87,1,3916.00,4.747,-0.2400,0.5100,0.5300,,291.152950,40.887489,14.699
2038,5301750,K01589.01,Kepler-84 b,CONFIRMED,8.725859360,138.7668700,0.9370,4.72400,4.7230e+02,2.75,0.0831,80.79,932.0,178.73,1,6028.00,4.421,-0.1400,1.0220,1.0050,,298.252040,40.496078,14.764
2039,5301750,K01589.02,Kepler-84 c,CONFIRMED,12.882964850,135.1833200,0.9611,5.66100,4.9160e+02,2.94,0.1078,81.36,819.0,106.21,2,6028.00,4.421,-0.1400,1.0220,1.0050,,298.252040,40.496078,14.764
2040,5301750,K01589.03,Kepler-84 e,CONFIRMED,27.434588300,145.1210300,0.0432,5.11000,5.0700e+02,2.30,0.1784,89.95,636.0,38.78,3,6028.00,4.421,-0.1400,1.0220,1.0050,,298.252040,40.496078,14.764
2041,5301750,K01589.04,Kepler-84 d,CONFIRMED,4.224513690,135.4329400,0.2570,3.02800,1.5880e+02,1.30,0.0512,88.81,1188.0,470.83,5,6028.00,4.421,-0.1400,1.0220,1.0050,,298.252040,40.496078,14.764
2042,5301750,K01589.05,Kepler-84 f,CONFIRMED,44.551841600,160.2958100,0.4743,5.86700,3.9670e+02,2.08,0.2465,89.38,541.0,20.31,4,6028.00,4.421,-0.1400,1.0220,1.0050,,298.252040,40.496078,14.764
2048,5289854,K01593.01,Kepler-308 b,CONFIRMED,9.695025440,182.4528400,0.1814,2.69100,5.9300e+02,2.23,0.0890,89.38,833.0,114.06,1,5896.00,4.516,-0.1000,0.9140,1.0000,,295.785160,40.439548,15.809
2049,5289854,K01593.02,Kepler-308 c,CONFIRMED,15.382500600,139.0796600,0.1657,3.89100,5.7690e+02,2.19,0.1211,89.95,715.0,61.61,2,5896.00,4.516,-0.1000,0.9140,1.0000,,295.785160,40.439548,15.809
2051,10006581,K01595.01,Kepler-902 b,CONFIRMED,40.109954700,142.0782600,0.1583,5.18360,7.4960e+02,2.49,0.2281,89.95,524.0,17.82,1,5960.00,4.516,-0.2000,0.9060,0.9830,,289.731690,46.953819,14.904
2052,10027323,K01596.01,Kepler-309 b,CONFIRMED,5.923656340,134.6828600,0.0366,2.66180,4.4920e+02,1.03,0.0512,89.95,529.0,18.58,1,3880.00,4.765,-0.2800,0.4900,0.5100,,297.509860,46.961262,15.157
2053,10027323,K01596.02,Kepler-309 c,CONFIRMED,105.358596400,138.6792600,0.8068,3.82700,1.4741e+03,2.09,0.3490,89.38,203.0,0.40,2,3880.00,4.765,-0.2800,0.4900,0.5100,,297.509860,46.961262,15.157
2055,10004738,K01598.01,Kepler-310 c,CONFIRMED,56.476167000,143.8054700,0.8839,6.08000,1.1117e+03,3.33,0.2778,88.81,448.0,9.52,1,5795.00,4.528,-0.3000,0.8530,0.8940,,288.839360,46.986740,14.279
2056,10004738,K01598.02,Kepler-310 d,CONFIRMED,92.875034700,145.9311900,0.8193,7.04800,6.2030e+02,2.38,0.3870,89.38,380.0,4.90,2,5795.00,4.528,-0.3000,0.8530,0.8940,,288.839360,46.986740,14.279
2057,10004738,K01598.03,Kepler-310 b,CONFIRMED,13.930722780,134.4282700,0.3715,2.10500,1.9680e+02,1.21,0.1093,89.38,714.0,61.47,3,5795.00,4.528,-0.3000,0.8530,0.8940,,288.839360,46.986740,14.279
2058,5474613,K01599.01,Kepler-1659 c,CONFIRMED,20.407134500,140.1958000,0.5131,6.64200,3.1190e+02,1.76,0.1473,88.81,660.0,44.80,1,5823.00,4.472,0.0600,0.9720,1.0200,,298.373840,40.618420,14.802
2059,5474613,K01599.02,Kepler-1659 b,CONFIRMED,13.616345600,140.9489700,1.5875,4.41300,3.8440e+02,64.05,0.1125,73.34,755.0,76.81,2,5823.00,4.472,0.0600,0.9720,1.0200,,298.373840,40.618420,14.802
2061,5438757,K01601.01,Kepler-903 b,CONFIRMED,10.350772100,133.7136200,0.9092,6.56500,2.8930e+02,1.75,0.0912,80.79,774.0,84.89,1,5735.00,4.549,-0.1400,0.8540,0.9410,,288.771030,40.664181,14.659
2062,5438757,K01601.02,Kepler-903 c,CONFIRMED,62.922855700,151.6807700,0.9113,11.29800,4.7060e+02,2.23,0.3037,87.09,424.0,7.66,2,5735.00,4.549,-0.1400,0.8540,0.9410,,288.771030,40.664181,14.659
2065,5177104,K01603.01,Kepler-904 b,CONFIRMED,3.021668632,133.4767200,0.3566,2.75800,1.8090e+02,1.35,0.0417,87.66,1332.0,744.35,1,6201.00,4.472,-0.2000,0.9890,1.0580,,288.822910,40.389050,14.429
2068,9886661,K01606.01,Kepler-905 b,CONFIRMED,5.082746517,133.2109500,0.0241,1.73540,2.8430e+02,1.47,0.0581,89.95,960.0,200.64,1,5569.00,4.546,0.2100,0.8870,1.0090,,290.051120,46.713371,13.984
2070,10055126,K01608.01,Kepler-311 b,CONFIRMED,9.176135390,138.7167600,0.0541,4.28970,2.1380e+02,1.57,0.0850,89.95,928.0,175.04,1,5897.00,4.357,-0.1000,1.0810,0.9700,,282.061280,47.085491,13.797
2071,10055126,K01608.02,Kepler-311 c,CONFIRMED,19.738391300,133.2848500,0.7033,4.82800,1.6100e+02,1.46,0.1416,88.24,719.0,63.07,2,5897.00,4.357,-0.1000,1.0810,0.9700,,282.061280,47.085491,13.797
2073,5009743,K01609.01,Kepler-906 b,CONFIRMED,41.697997600,169.5763600,0.0404,5.67540,4.2750e+02,2.18,0.2279,89.95,563.0,23.78,1,5934.00,4.349,-0.3000,1.0550,0.9080,,291.405550,40.125488,13.956
2076,10963065,K01612.01,Kepler-408 b,CONFIRMED,2.465026158,132.6795000,0.4582,1.23100,3.0600e+01,0.70,0.0366,88.24,1558.0,1391.80,1,6104.00,4.293,-0.2000,1.2250,1.0790,,284.786190,48.423229,8.769
2077,6268648,K01613.01,Kepler-907 b,CONFIRMED,15.866218210,141.0880500,0.0629,4.15030,7.9200e+01,1.18,0.1236,89.95,874.0,137.66,1,6044.00,4.192,-0.2400,1.3270,1.0080,,285.476590,41.632717,11.049
2080,4278221,K01615.01,Kepler-908 b,CONFIRMED,1.340597468,132.2444200,0.0563,1.60850,1.0980e+02,1.07,0.0248,89.38,1692.0,1939.72,1,5977.00,4.473,0.2100,1.0220,1.1330,,295.322510,39.376492,11.524
2081,9015738,K01616.01,Kepler-909 b,CONFIRMED,13.932903180,139.4119500,0.2992,2.51190,1.3480e+02,1.22,0.1188,89.38,789.0,91.78,1,6028.00,4.459,0.2100,1.0470,1.1490,,289.506350,45.370998,11.538
2082,7215603,K01618.01,Kepler-910 b,CONFIRMED,2.364369015,132.2500600,0.1410,3.28520,2.8800e+01,0.81,0.0376,88.81,1723.0,2084.81,1,6173.00,4.186,0.1700,1.5060,1.2700,,296.047360,42.743011,11.600
2085,5561278,K01621.01,Kepler-911 b,CONFIRMED,20.310501000,146.8230800,0.1020,5.35850,1.6820e+02,2.53,0.1586,89.95,942.0,185.76,1,6081.00,3.966,-0.0300,1.9540,1.2940,,298.589200,40.750690,11.855
2090,6387542,K01626.01,Kepler-912 b,CONFIRMED,2.534756273,132.6805600,0.8069,4.41490,4.9950e+02,2.00,0.0339,73.91,1218.0,519.95,1,5662.00,4.532,-0.4400,0.8060,0.8080,,298.111210,41.758331,15.341
2091,6543893,K01627.01,Kepler-913 b,CONFIRMED,10.296725210,132.1965900,0.2499,2.72380,1.1806e+03,2.62,0.0878,89.38,707.0,58.90,1,5412.00,4.595,-0.2000,0.7690,0.8560,,297.583130,41.952431,15.767
2094,6975129,K01628.01,Kepler-312 c,CONFIRMED,19.747328460,147.1064300,0.0747,3.41150,4.7990e+02,2.43,0.1521,89.95,735.0,68.96,1,6173.00,4.429,0.2100,1.1080,1.2020,,298.395750,42.459751,12.949
2095,6975129,K01628.02,Kepler-312 b,CONFIRMED,1.772449750,132.0880000,0.0868,2.45400,7.7400e+01,0.98,0.0305,89.38,1641.0,1715.03,2,6173.00,4.429,0.2100,1.1080,1.2020,,298.395750,42.459751,12.949
2097,8685497,K01629.01,Kepler-914 b,CONFIRMED,4.409665480,132.4490200,0.0419,2.10660,1.3480e+02,1.32,0.0546,89.95,1186.0,468.00,1,5862.00,4.365,0.3200,1.1490,1.1160,,290.411990,44.899330,13.574
2100,9277896,K01632.01,Kepler-915 b,CONFIRMED,4.594896040,133.8399900,0.1792,2.85300,1.0900e+02,1.24,0.0542,89.38,1321.0,719.89,1,6432.00,4.300,-0.4600,1.1750,1.0030,,290.592070,45.737141,13.298
2101,9401997,K01633.01,Kepler-916 b,CONFIRMED,32.296879800,138.5207800,0.2789,4.61700,4.8620e+02,1.84,0.1949,89.95,496.0,14.36,1,5412.00,4.562,0.1400,0.8430,0.9450,,290.983310,45.973301,15.200
2105,10686864,K01637.01,Kepler-917 b,CONFIRMED,2.970414375,133.3922000,0.2970,2.21610,6.2410e+02,1.85,0.0378,88.24,999.0,235.08,1,5079.00,4.599,-0.0400,0.7510,0.8210,,299.051270,47.949280,15.759
2108,10879038,K01641.01,Kepler-918 b,CONFIRMED,4.853869330,135.0943700,0.2258,2.79900,2.1740e+02,1.44,0.0571,88.81,1102.0,348.54,1,6061.00,4.486,-0.1000,0.9700,1.0500,,298.200710,48.267841,14.971
2110,10990917,K01643.01,Kepler-919 b,CONFIRMED,11.046033840,136.4408300,0.0528,4.79900,3.5510e+02,1.93,0.0981,89.95,869.0,134.66,1,6093.00,4.429,-0.1200,1.0250,1.0250,,298.114780,48.494400,14.681
2114,11153121,K01647.01,Kepler-313 b,CONFIRMED,14.970208100,134.5095800,0.5543,5.95800,2.9960e+02,1.91,0.1175,88.24,785.0,89.93,1,5900.00,4.363,-0.1200,1.0700,0.9640,,298.294950,48.775459,14.167
2115,11153121,K01647.02,Kepler-313 c,CONFIRMED,32.275211800,149.0794000,0.5112,7.06600,2.4040e+02,1.70,0.1960,88.81,608.0,32.32,2,5900.00,4.363,-0.1200,1.0700,0.9640,,298.294950,48.775459,14.167
2119,11337372,K01650.01,Kepler-920 b,CONFIRMED,6.531927040,136.0338800,0.2007,3.11640,8.2530e+02,2.57,0.0686,89.38,902.0,156.69,1,5638.00,4.529,0.1400,0.9030,1.0050,,284.296940,49.158680,15.280
2120,11337372,K01650.02,Kepler-920 c,CONFIRMED,100.827411300,216.3898800,0.5291,8.28100,1.9258e+03,4.05,0.4250,89.38,363.0,4.08,2,5638.00,4.529,0.1400,0.9030,1.0050,,284.296940,49.158680,15.280
2121,11337833,K01651.01,Kepler-921 b,CONFIRMED,51.300634000,153.5364600,0.9607,6.98700,5.8140e+02,2.90,0.2716,87.09,492.0,13.86,1,6032.00,4.508,-0.1800,0.9290,1.0140,,284.616210,49.190811,14.739
2125,11547505,K01655.01,Kepler-922 b,CONFIRMED,0.938466832,135.6012010,0.2365,1.27100,2.2100e+02,1.48,0.0186,87.66,1898.0,3070.23,1,5902.00,4.439,-0.1000,0.9890,0.9810,,284.731450,49.533192,13.757
2128,4570949,K01658.01,Kepler-76 b,CONFIRMED,1.544928883,133.5488107,0.9136,1.42784,5.9150e+03,13.67,0.0276,79.64,2013.0,3878.74,1,6308.00,4.188,-0.1000,1.4440,1.1710,,294.192110,39.618999,13.308
2135,4932442,K01665.01,Kepler-923 b,CONFIRMED,6.933664760,137.0723600,0.1388,4.32200,1.2880e+02,1.28,0.0759,89.38,1054.0,291.47,1,6194.00,4.415,0.2100,1.1290,1.2080,,294.171080,40.055168,14.042
2139,5183357,K01669.01,Kepler-924 b,CONFIRMED,61.037011700,175.1800300,0.8897,8.85100,4.4600e+02,2.50,0.3101,88.24,509.0,15.81,1,6372.00,4.453,-0.3200,1.0150,1.0660,,290.668520,40.397720,14.171
2142,5269467,K01672.01,Kepler-925 b,CONFIRMED,33.867853100,137.5135600,0.6804,3.68200,9.5850e+02,2.26,0.1805,89.38,394.0,5.69,1,4564.00,4.593,-0.0600,0.6910,0.6830,,290.106540,40.490662,15.810
2147,5526717,K01677.01,Kepler-926 b,CONFIRMED,52.068860100,178.1560500,0.1498,3.04360,5.2130e+02,1.82,0.2616,89.95,440.0,8.84,1,5693.00,4.574,-0.3000,0.8020,0.8800,,289.679350,40.700459,14.279
2155,6034945,K01683.01,Kepler-927 b,CONFIRMED,9.114990300,133.9762400,0.0189,4.48520,3.0120e+02,1.78,0.0866,89.95,906.0,159.34,1,5962.00,4.431,0.0000,1.0280,1.0390,,289.383510,41.392689,14.630
2158,6198999,K01687.01,Kepler-928 b,CONFIRMED,3.932461302,132.5546500,0.4939,2.19820,5.2520e+02,1.80,0.0444,87.66,894.0,151.31,1,4841.00,4.533,0.1000,0.7790,0.7560,,289.920720,41.542831,15.320
2159,6310636,K01688.01,Kepler-929 b,CONFIRMED,0.921032135,132.0302500,0.0399,2.53450,1.0960e+02,0.86,0.0169,89.38,1762.0,2278.48,1,5738.00,4.492,-0.6400,0.8190,0.7600,,298.481110,41.615341,14.542
2163,6616218,K01692.01,Kepler-314 c,CONFIRMED,5.960401080,137.2648690,0.7730,2.83460,8.2390e+02,2.87,0.0650,85.94,907.0,159.81,1,5497.00,4.533,0.3600,0.9090,1.0280,,294.674100,42.075581,12.557
2164,6616218,K01692.02,Kepler-314 b,CONFIRMED,2.461066550,133.3210900,0.2820,2.18140,8.0900e+01,0.81,0.0360,88.24,1218.0,520.99,2,5497.00,4.533,0.3600,0.9090,1.0280,,294.674100,42.075581,12.557
2167,6803855,K01695.01,Kepler-930 b,CONFIRMED,71.451777500,148.8132000,0.0884,6.02400,2.3820e+02,2.30,0.3475,89.95,561.0,23.44,1,6148.00,4.132,-0.1000,1.4880,1.0940,,298.314450,42.247440,13.781
2172,7220429,K01700.01,Kepler-931 b,CONFIRMED,8.037558770,139.3563900,0.1116,2.78660,2.9720e+02,1.35,0.0719,89.95,744.0,72.44,1,5044.00,4.511,-0.0200,0.8040,0.7640,,297.132630,42.768250,14.471
2174,7304449,K01702.01,Kepler-1650 b,CONFIRMED,1.538181528,131.8224440,0.1486,1.10270,9.3830e+02,0.75,0.0163,89.38,582.0,27.14,1,3304.00,4.993,0.0000,0.2600,0.2420,,297.729250,42.866920,15.722
2178,7626370,K01706.01,Kepler-932 b,CONFIRMED,1.921437396,131.8061310,0.2575,1.75190,2.8700e+02,1.43,0.0279,88.24,1276.0,626.79,1,5238.00,4.472,-0.0800,0.8510,0.7840,,296.952060,43.271969,14.131
2179,7703955,K01707.01,Kepler-315 b,CONFIRMED,96.105471000,187.7157300,0.9614,10.92900,1.1719e+03,3.89,0.3852,88.24,378.0,4.81,1,5724.00,4.483,-0.4000,0.8620,0.8240,,298.023100,43.363522,15.321
2180,7703955,K01707.02,Kepler-315 c,CONFIRMED,265.467621000,151.0811000,0.9375,9.44300,1.1475e+03,3.64,0.7584,89.38,269.0,1.24,2,5724.00,4.483,-0.4000,0.8620,0.8240,,298.023100,43.363522,15.321
2183,7815744,K01710.01,Kepler-933 b,CONFIRMED,14.204430090,142.7334300,0.1182,3.97900,8.7730e+02,2.02,0.1039,89.95,610.0,32.63,1,5362.00,4.630,-0.5600,0.6900,0.7400,,289.568660,43.538609,15.469
2184,7955580,K01711.01,Kepler-934 b,CONFIRMED,55.673830900,136.5434800,0.0346,3.80500,7.8420e+02,2.53,0.2709,89.95,420.0,7.34,1,5123.00,4.428,0.3200,0.9350,0.8530,,290.288450,43.755322,15.061
2186,8230616,K01713.01,Kepler-316 c,CONFIRMED,6.827783900,131.7886300,0.0242,2.42870,6.3340e+02,1.32,0.0582,89.95,562.0,23.64,2,4132.00,4.701,-0.3800,0.5540,0.5610,,290.826020,44.184109,15.224
2187,8230616,K01713.02,Kepler-316 b,CONFIRMED,2.240486391,137.8258600,0.2826,1.46000,4.8970e+02,1.19,0.0277,88.81,815.0,104.35,1,4132.00,4.701,-0.3800,0.5540,0.5610,,290.826020,44.184109,15.224
2190,9838949,K01716.01,Kepler-935 b,CONFIRMED,4.880838520,136.1977800,0.1798,2.51020,3.6200e+02,1.59,0.0527,89.38,879.0,141.00,1,4929.00,4.481,0.3600,0.8610,0.8170,,295.021670,46.619221,14.925
2191,9895006,K01717.01,Kepler-936 b,CONFIRMED,10.561342210,133.7641700,0.0708,2.75900,2.7730e+02,1.92,0.0954,89.95,867.0,133.56,1,5610.00,4.316,0.3800,1.1710,1.0340,,293.577760,46.736340,14.581
2192,9896558,K01718.01,Kepler-937 b,CONFIRMED,67.668827000,198.1964600,0.2072,9.62300,9.0600e+02,3.27,0.3212,89.95,495.0,14.22,1,6126.00,4.356,-0.3000,1.0790,0.9630,,294.168820,46.714611,15.224
2193,9896558,K01718.02,Kepler-937 c,CONFIRMED,153.343364000,190.5370000,0.0324,10.71500,4.9340e+02,2.40,0.5542,89.95,377.0,4.78,2,6126.00,4.356,-0.3000,1.0790,0.9630,,294.168820,46.714611,15.224
2196,10019065,K01721.01,Kepler-938 b,CONFIRMED,52.629841700,155.6115300,0.3032,5.96400,6.3680e+02,2.08,0.2663,89.95,436.0,8.57,1,5614.00,4.561,-0.1400,0.8270,0.9080,,294.789150,46.983990,15.004
2197,10080248,K01722.01,Kepler-939 b,CONFIRMED,14.878296000,142.9686400,0.7423,7.50400,3.6070e+02,1.75,0.1150,85.94,699.0,56.31,1,5822.00,4.539,-0.2800,0.8510,0.9150,,293.865600,47.026829,15.534
2198,10213902,K01723.01,Kepler-940 b,CONFIRMED,59.622525700,138.1338500,0.6103,6.42500,1.0934e+03,3.44,0.3059,89.38,486.0,13.23,1,6108.00,4.471,-0.0800,0.9970,1.0720,,294.241300,47.275982,15.517
2199,10214162,K01724.01,Kepler-941 b,CONFIRMED,17.423951980,148.8264500,0.9305,4.87300,8.5720e+02,3.49,0.1311,85.37,722.0,64.13,1,6018.00,4.460,-0.2000,0.9690,0.9860,,294.326350,47.217609,15.601
2200,10905746,K01725.01,Kepler-1651 b,CONFIRMED,9.885155300,138.4269600,0.9379,2.55600,1.5820e+03,1.76,0.0619,85.94,353.0,3.68,1,3545.00,4.948,-0.3600,0.3160,0.3230,,283.628850,48.391003,13.496
